Location,Percent_Urban_2020,Classification
City of Surigao (Capital),64.40589806378465,Suburban
Tagana-an,19.03827281648675,Rural
Tubod,0.0,Rural
SURIGAO DEL SUR,30.931327899354617,Rural
Barobo,39.28423587852332,Rural
Bayabas,0.0,Rural
City of Bislig,68.47315943196696,Suburban
Cagwait,0.0,Rural
Cantilan,26.58250146799765,Rural
Carmen,0.0,Rural
Carrascal,47.79549337021069,Suburban
Cortes,0.0,Rural
Hinatuan,12.878355876918866,Rural
Lanuza,0.0,Rural
Lianga,23.00628893678585,Rural
Lingig,21.925331512150702,Rural
Madrid,17.084008887287574,Rural
Marihatag,0.0,Rural
San Agustin,0.0,Rural
San Miguel,13.57841613049822,Rural
Tagbina,17.35158705025456,Rural
Tago,25.87431899776556,Rural
City of Tandag (Capital),66.84963857728702,Suburban

IN MUSLIM MINDANAO (BARMM),27.55624089953082,Rural
BASILAN (excluding City of Isabela),18.751686387131137,Rural
City of Lamitan (Capital),32.10584123814279,Rural
Lantawan,19.536082474226806,Rural
Maluso,41.58101902471026,Suburban
Sumisip,0.0,Rural
Tipo-Tipo,25.008812815792563,Rural
Tuburan,0.0,Rural
Akbar,28.686466360723873,Rural
Al-Barka,0.0,Rural
Hadji Mohammad Ajul,0.0,Rural
Ungkaya Pukan,8.610926049300465,Rural
Hadji Muhtamad,0.0,Rural
Tabuan-Lasa,25.945374569509326,Rural
LANAO DEL SUR,4.490354808543243,Rural
Bacolod-Kalawi (Bacolod Grande),31.341605776298152,Rural
Balabagan,0.0,Rural
Balindong (Watu),0.0,Rural
Bayang,0.0,Rural
Binidayan,0.0,Rural
Bubong,0.0,Rural
Butig,0.0,Rural
Ganassi,0.0,Rural
Kapai,0.0,Rural
Lumba-Bayabao (Maguing),0.0,Rural
Lumbatan,0.0,Rural
Madalum,0.0,Rural
Madamba,0.0,Rural
Malabang,8.224005867014341,Rural
Marantao,0.0,Rural
City of Marawi (Capital),16.25863484855804,Rural
Masiu,0.0,Rural
Mulondo,0.0,Rural
Pagayawan (Tatarikan),0.0,Rural
Piagapo,0.0,Rural
Poona Bayabao (Gata),0.0,Rural
Pualas,0.0,Rural
Ditsaan-Ramain,0.0,Rural
Saguiaran,0.0,Rural
Tamparan,1.6368398079441293,Rural
Taraka,0.0,Rural
Tubaran,0.0,Rural
Tugaya,0.0,Rural
Wao,5.8968351665806304,Rural
Marogong,0.0,Rural
Calanogas,0.0,Rural
Buadiposo-Buntong,0.0,Rural
Maguing,0.0,Rural
Picong (Sultan Gumander),0.0,Rural
Lumbayanague,0.0,Rural
Amai Manabilang 1 (Bumbaran),0.0,Rural
Tagoloan II,0.0,Rural
Kapatagan,25.58786223046151,Rural
Sultan Dumalondong,0.0,Rural
Lumbaca-Unayan,0.0,Rural
MAGUINDANAO,42.079690125943316,Suburban
Ampatuan,22.5182267371549,Rural
Buldon,12.622215502469508,Rural
Buluan,83.62888896631014,Urban
City of Cotabato,94.68160047250052,Urban
Datu Paglas,18.048215664152963,Rural
Datu Piang,37.83650458069063,Rural
Datu Odin Sinsuat (Dinaig),50.9523157029323,Suburban
Shariff Aguak (Maganoy) (Capital),41.08057206756518,Suburban
Matanog,40.855858355997114,Suburban
Pagalungan,34.80346608466409,Rural
Parang,59.03472802534154,Suburban
Sultan Kudarat (Nuling),40.86528857221678,Suburban
Sultan sa Barongis (Lambayong),0.0,Rural
Kabuntalan (Tumbao),0.0,Rural
Upi,24.78814995593519,Rural
Talayan,30.39875863684272,Rural
South Upi,52.512905988841815,Suburban
Barira,18.197161276042387,Rural
Gen. S.K. Pendatun,0.0,Rural
Mamasapano,27.201783723522855,Rural
Talitay,0.0,Rural
Pagagawan,30.851691054295976,Rural
Paglat,27.115928872750573,Rural
Sultan Mastura,0.0,Rural
Guindulungan,22.436128825251675,Rural
Datu Saudi-Ampatuan,19.764971023824852,Rural
Datu Unsay,0.0,Rural
Datu Abdullah Sangki,0.0,Rural
Rajah Buayan,0.0,Rural
Datu Blah T. Sinsuat,0.0,Rural
Datu Anggal Midtimbang,22.590702947845806,Rural
Mangudadatu,29.96985078044499,Rural
Pandag,0.0,Rural
Northern Kabuntalan,0.0,Rural
Datu Hoffer Ampatuan,0.0,Rural
Datu Salibo,26.88480978983772,Rural
Shariff Saydona Mustapha,0.0,Rural
SULU,35.31028648905918,Rural
Indanan,31.94122445474841,Rural
Jolo (Capital),100.0,Urban
Kalingalan Caluang,50.91911299906445,Suburban
Luuk,37.57822195231431,Rural
Maimbung,55.38030437773713,Suburban
Hadji Panglima Tahil (Marunggas),0.0,Rural
Old Panamao,27.547192521414672,Rural
Pangutaran,15.494584043547588,Rural
Parang,0.0,Rural
Pata,0.0,Rural
Patikul,41.20833542808305,Suburban
Siasi,20.42992324547981,Rural
Talipao,21.648948924946048,Rural
Tapul,0.0,Rural
Tongkil,17.893643306379158,Rural
Panglima Estino (New Panamao),27.378901573768577,Rural
Lugus,17.842509382639534,Rural
Pandami,0.0,Rural
Omar,25.99572497328108,Rural
TAWI-TAWI,22.12793792984401,Rural
Panglima Sugala (Balimbing),10.879200915617522,Rural
Bongao (Capital),57.565579841196026,Suburban
Mapun (Cagayan de Tawi-Tawi),0.0,Rural
Simunul,0.0,Rural
Sitangkai,41.03271791848656,Suburban
South Ubian,0.0,Rural
Tandubas,0.0,Rural
Turtle Islands,0.0,Rural
Languyan,10.81787793832219,Rural
Sapa-Sapa,17.945205479452056,Rural
Sibutu,0.0,Rural
INTERIM PROVINCE,35.67466451286479,Rural
Carmen Cluster,46.46383023574465,Suburban
Kabacan Cluster,0.0,Rural
Midsayap Cluster I,0.0,Rural
Midsayap Cluster II,24.24904180408236,Rural
Pigcawayan Cluster,39.909308605492434,Rural
Pikit Cluster I,63.55458177600206,Suburban
Pikit Cluster II,37.08686409830814,Rural
Pikit Cluster III,43.88922743584535,Suburban
